;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL;ffill_retail;ffill_corp
1138;24100.0;C;2410;;;EXPENSES - GOODS;Vervaardiging van ijzer en staal en van ferrolegeringen;;24
136;242.0;C;24;;;EXPENSES - GOODS;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal;;24
507;2420.0;C;242;;;EXPENSES - GOODS;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal;;24
1139;24200.0;C;2420;;;EXPENSES - GOODS;Vervaardiging van buizen, pijpen, holle profielen en fittings daarvoor, van staal;;24
137;243.0;C;24;;;EXPENSES - GOODS;Vervaardiging van andere producten van de eerste verwerking van staal;;24
508;2431.0;C;243;;;EXPENSES - GOODS;Koudtrekken van staven;;24
1140;24310.0;C;2431;;;EXPENSES - GOODS;Koudtrekken van staven;;24
509;2432.0;C;243;;;EXPENSES - GOODS;Koudwalsen van bandstaal;;24
1141;24320.0;C;2432;;;EXPENSES - GOODS;Koudwalsen van bandstaal;;24
510;2433.0;C;243;;;EXPENSES - GOODS;Koudvervormen of koudfelsen;;24
1142;24330.0;C;2433;;;EXPENSES - GOODS;Koudvervormen of koudfelsen;;24
511;2434.0;C;243;;;EXPENSES - GOODS;Koudtrekken van draad;;24
1143;24340.0;C;2434;;;EXPENSES - GOODS;Koudtrekken van draad;;24
138;244.0;C;24;;;EXPENSES - GOODS;Productie van edele metalen en van andere non-ferrometalen;;24
512;2441.0;C;244;;;EXPENSES - GOODS;Productie van edelmetalen;;24
1144;24410.0;C;2441;;;EXPENSES - GOODS;Productie van edelmetalen;;24
513;2442.0;C;244;;;EXPENSES - GOODS;Productie van aluminium;;24
1145;24420.0;C;2442;;;EXPENSES - GOODS;Productie van aluminium;;24
514;2443.0;C;244;;;EXPENSES - GOODS;Productie van lood, zink en tin;;24
1146;24430.0;C;2443;;;EXPENSES - GOODS;Productie van lood, zink en tin;;24
515;2444.0;C;244;;;EXPENSES - GOODS;Productie van koper;;24
1147;24440.0;C;2444;;;EXPENSES - GOODS;Productie van koper;;24
516;2445.0;C;244;;;EXPENSES - GOODS;Productie van andere non-ferrometalen;;24
1148;24450.0;C;2445;;;EXPENSES - GOODS;Productie van andere non-ferrometalen;;24
517;2446.0;C;244;;;EXPENSES - GOODS;Bewerking van splijt- en kweekstoffen;;24
1149;24460.0;C;2446;;;EXPENSES - GOODS;Bewerking van splijt- en kweekstoffen;;24
139;245.0;C;24;;;EXPENSES - GOODS;Gieten van metalen;;24
518;2451.0;C;245;;;EXPENSES - GOODS;Gieten van ijzer;;24
1150;24510.0;C;2451;;;EXPENSES - GOODS;Gieten van ijzer;;24
519;2452.0;C;245;;;EXPENSES - GOODS;Gieten van staal;;24
1151;24520.0;C;2452;;;EXPENSES - GOODS;Gieten van staal;;24
520;2453.0;C;245;;;EXPENSES - GOODS;Gieten van lichte metalen;;24
1152;24530.0;C;2453;;;EXPENSES - GOODS;Gieten van lichte metalen;;24
521;2454.0;C;245;;;EXPENSES - GOODS;Gieten van andere non-ferrometalen;;24
1153;24540.0;C;2454;;;EXPENSES - GOODS;Gieten van andere non-ferrometalen;;24
16;25.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van producten van metaal, exclusief machines en apparaten;;25
140;251.0;C;25;;;EXPENSES - GOODS;Vervaardiging van metalen constructiewerken;;25
522;2511.0;C;251;;;EXPENSES - GOODS;Vervaardiging van metalen constructiewerken en delen daarvan;;25
1154;25110.0;C;2511;;;EXPENSES - GOODS;Vervaardiging van metalen constructiewerken en delen daarvan;;25
523;2512.0;C;251;;;EXPENSES - GOODS;Vervaardiging van metalen deuren en vensters;;25
1155;25120.0;C;2512;;;EXPENSES - GOODS;Vervaardiging van metalen deuren en vensters;;25
141;252.0;C;25;;;EXPENSES - GOODS;Vervaardiging van tanks, reservoirs en bergingsmiddelen, van metaal;;25
524;2521.0;C;252;;;EXPENSES - GOODS;Vervaardiging van radiatoren en ketels voor centrale verwarming;;25
1156;25210.0;C;2521;;;EXPENSES - GOODS;Vervaardiging van radiatoren en ketels voor centrale verwarming;;25
525;2529.0;C;252;;;EXPENSES - GOODS;Vervaardiging van andere tanks, reservoirs en bergingsmiddelen, van metaal;;25
1157;25290.0;C;2529;;;EXPENSES - GOODS;Vervaardiging van andere tanks, reservoirs en bergingsmiddelen, van metaal;;25
142;253.0;C;25;;;EXPENSES - GOODS;Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming;;25
526;2530.0;C;253;;;EXPENSES - GOODS;Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming;;25
1158;25300.0;C;2530;;;EXPENSES - GOODS;Vervaardiging van stoomketels, exclusief warmwaterketels voor centrale verwarming;;25
143;254.0;C;25;;;EXPENSES - GOODS;Vervaardiging van wapens en munitie;;25
527;2540.0;C;254;;;EXPENSES - GOODS;Vervaardiging van wapens en munitie;;25
1159;25400.0;C;2540;;;EXPENSES - GOODS;Vervaardiging van wapens en munitie;;25
144;255.0;C;25;;;EXPENSES - GOODS;Smeden, persen, stampen en profielwalsen van metaal;;
528;2550.0;C;255;;;EXPENSES - GOODS;Smeden, persen, stampen en profielwalsen van metaal;;
1160;25501.0;C;2550;;;EXPENSES - GOODS;Smeden van metaal;;25
1161;25502.0;C;2550;;;EXPENSES - GOODS;Persen, stampen en profielwalsen van metaal;;
145;256.0;C;25;;;EXPENSES - GOODS;Oppervlaktebehandeling van metalen;;
529;2561.0;C;256;;;EXPENSES - GOODS;Oppervlaktebehandeling van metalen;;25
1162;25610.0;C;2561;;;EXPENSES - GOODS;Oppervlaktebehandeling van metalen;;25
530;2562.0;C;256;;;EXPENSES - GOODS;Verspanend bewerken van metalen;;25
1163;25620.0;C;2562;;;EXPENSES - GOODS;Verspanend bewerken van metalen;;25
146;257.0;C;25;;;EXPENSES - GOODS;Vervaardiging van scharen, messen, bestekken, gereedschap en ijzerwaren;;25
531;2571.0;C;257;;;EXPENSES - GOODS;Vervaardiging van scharen, messen, bestekken, enz.;;25
1164;25710.0;C;2571;;;EXPENSES - GOODS;Vervaardiging van scharen, messen, bestekken, enz.;;25
532;2572.0;C;257;;;EXPENSES - GOODS;Vervaardiging van hang- en sluitwerk;;25
1165;25720.0;C;2572;;;EXPENSES - GOODS;Vervaardiging van hang- en sluitwerk;;25
533;2573.0;C;257;;;EXPENSES - GOODS;Vervaardiging van gereedschap;;25
1166;25731.0;C;2573;;;EXPENSES - GOODS;Vervaardiging van vormkasten en gietvormen;;25
1167;25739.0;C;2573;;;EXPENSES - GOODS;Vervaardiging van gereedschap, m.u.v. vormkasten en gietvormen;;25
147;259.0;C;25;;;EXPENSES - GOODS;Vervaardiging van andere producten van metaal;;25
534;2591.0;C;259;;;EXPENSES - GOODS;Vervaardiging van stalen vaten en dergelijke;;25
1168;25910.0;C;2591;;;EXPENSES - GOODS;Vervaardiging van stalen vaten en dergelijke;;25
535;2592.0;C;259;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmiddelen van licht metaal;;25
1169;25920.0;C;2592;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmiddelen van licht metaal;;25
536;2593.0;C;259;;;EXPENSES - GOODS;Vervaardiging van artikelen van draad en van kettingen en veren;;25
1170;25930.0;C;2593;;;EXPENSES - GOODS;Vervaardiging van artikelen van draad en van kettingen en veren;;25
537;2594.0;C;259;;;EXPENSES - GOODS;Vervaardiging van bouten, schroeven en moeren;;25
1171;25940.0;C;2594;;;EXPENSES - GOODS;Vervaardiging van bouten, schroeven en moeren;;25
538;2599.0;C;259;;;EXPENSES - GOODS;Vervaardiging van andere producten van metaal, n.e.g.;;25
1172;25991.0;C;2599;;;EXPENSES - GOODS;Vervaardiging van huishoudelijke en sanitaire artikelen van metaal;;25
1173;25999.0;C;2599;;;EXPENSES - GOODS;Vervaardiging van overige artikelen van metaal, n.e.g.;;25
17;26.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van informaticaproducten en van elektronische en optische producten;;26
148;261.0;C;26;;;EXPENSES - GOODS;Vervaardiging van elektronische onderdelen en printplaten;;26
539;2611.0;C;261;;;EXPENSES - GOODS;Vervaardiging van elektronische onderdelen;;26
1174;26110.0;C;2611;;;EXPENSES - GOODS;Vervaardiging van elektronische onderdelen;;26
540;2612.0;C;261;;;EXPENSES - GOODS;Vervaardiging van elektronische printplaten;;26
1175;26120.0;C;2612;;;EXPENSES - GOODS;Vervaardiging van elektronische printplaten;;26
149;262.0;C;26;;;EXPENSES - GOODS;Vervaardiging van computers en randapparatuur;;26
541;2620.0;C;262;;;EXPENSES - GOODS;Vervaardiging van computers en randapparatuur;;26
1176;26200.0;C;2620;;;EXPENSES - GOODS;Vervaardiging van computers en randapparatuur;;26
150;263.0;C;26;;;EXPENSES - GOODS;Vervaardiging van communicatieapparatuur;;26
542;2630.0;C;263;;;EXPENSES - GOODS;Vervaardiging van communicatieapparatuur;;26
1177;26300.0;C;2630;;;EXPENSES - GOODS;Vervaardiging van communicatieapparatuur;;26
151;264.0;C;26;;;EXPENSES - GOODS;Vervaardiging van consumentenelektronica;;26
543;2640.0;C;264;;;EXPENSES - GOODS;Vervaardiging van consumentenelektronica;;26
1178;26400.0;C;2640;;;EXPENSES - GOODS;Vervaardiging van consumentenelektronica;;26
152;265.0;C;26;;;EXPENSES - GOODS;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur;;
544;2651.0;C;265;;;EXPENSES - GOODS;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur;;26
1179;26510.0;C;2651;;;EXPENSES - GOODS;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur;;26
545;2652.0;C;265;;;EXPENSES - GOODS;Vervaardiging van uurwerken;;26
1180;26520.0;C;2652;;;EXPENSES - GOODS;Vervaardiging van uurwerken;;26
153;266.0;C;26;;;EXPENSES - GOODS;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur;;26
546;2660.0;C;266;;;EXPENSES - GOODS;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur;;26
1181;26600.0;C;2660;;;EXPENSES - GOODS;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur;;26
154;267.0;C;26;;;EXPENSES - GOODS;Vervaardiging van optische instrumenten en van foto- en filmapparatuur;;26
547;2670.0;C;267;;;EXPENSES - GOODS;Vervaardiging van optische instrumenten en van foto- en filmapparatuur;;26
1182;26700.0;C;2670;;;EXPENSES - GOODS;Vervaardiging van optische instrumenten en van foto- en filmapparatuur;;26
155;268.0;C;26;;;EXPENSES - GOODS;Vervaardiging van magnetische en optische media;;26
548;2680.0;C;268;;;EXPENSES - GOODS;Vervaardiging van magnetische en optische media;;26
1183;26800.0;C;2680;;;EXPENSES - GOODS;Vervaardiging van magnetische en optische media;;26
18;27.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van elektrische apparatuur;;27
156;271.0;C;27;;;EXPENSES - GOODS;Vervaardiging van elektromotoren, van elektrische generatoren en transformatoren en van schakel- en verdeelinrichtingen;;27
549;2711.0;C;271;;;EXPENSES - GOODS;Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren;;27
1184;27110.0;C;2711;;;EXPENSES - GOODS;Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren;;27
550;2712.0;C;271;;;EXPENSES - GOODS;Vervaardiging van schakel- en verdeelinrichtingen;;27
1185;27120.0;C;2712;;;EXPENSES - GOODS;Vervaardiging van schakel- en verdeelinrichtingen;;27
157;272.0;C;27;;;EXPENSES - GOODS;Vervaardiging van batterijen en accumulatoren;;27
551;2720.0;C;272;;;EXPENSES - GOODS;Vervaardiging van batterijen en accumulatoren;;27
1186;27200.0;C;2720;;;EXPENSES - GOODS;Vervaardiging van batterijen en accumulatoren;;27
158;273.0;C;27;;;EXPENSES - GOODS;Vervaardiging van kabels en van schakelaars, stekkers, stopcontacten e. d.;;27
552;2731.0;C;273;;;EXPENSES - GOODS;Vervaardiging van kabels van optische vezels;;27
1187;27310.0;C;2731;;;EXPENSES - GOODS;Vervaardiging van kabels van optische vezels;;27
553;2732.0;C;273;;;EXPENSES - GOODS;Vervaardiging van andere elektrische en elektronische kabels;;27
1188;27320.0;C;2732;;;EXPENSES - GOODS;Vervaardiging van andere elektrische en elektronische kabels;;27
554;2733.0;C;273;;;EXPENSES - GOODS;Vervaardiging van schakelaars, stekkers, stopcontacten e.d.;;27
1189;27330.0;C;2733;;;EXPENSES - GOODS;Vervaardiging van schakelaars, stekkers, stopcontacten e.d.;;27
159;274.0;C;27;;;EXPENSES - GOODS;Vervaardiging van lampen en verlichtingsapparaten;;27
555;2740.0;C;274;;;EXPENSES - GOODS;Vervaardiging van lampen en verlichtingsapparaten;;27
1190;27401.0;C;2740;;;EXPENSES - GOODS;Vervaardiging van lampen;;27
1191;27402.0;C;2740;;;EXPENSES - GOODS;Vervaardiging van verlichtingsapparaten;;27
160;275.0;C;27;;;EXPENSES - GOODS;Vervaardiging van huishoudapparaten;;27
556;2751.0;C;275;;;EXPENSES - GOODS;Vervaardiging van elektrische huishoudapparaten;;27
1192;27510.0;C;2751;;;EXPENSES - GOODS;Vervaardiging van elektrische huishoudapparaten;;27
557;2752.0;C;275;;;EXPENSES - GOODS;Vervaardiging van niet-elektrische huishoudapparaten;;27
1193;27520.0;C;2752;;;EXPENSES - GOODS;Vervaardiging van niet-elektrische huishoudapparaten;;27
161;279.0;C;27;;;EXPENSES - GOODS;Vervaardiging van andere elektrische apparatuur;;27
558;2790.0;C;279;;;EXPENSES - GOODS;Vervaardiging van andere elektrische apparatuur;;27
1194;27900.0;C;2790;;;EXPENSES - GOODS;Vervaardiging van andere elektrische apparatuur;;27
19;28.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging van machines, apparaten en werktuigen, n.e.g.;;28
162;281.0;C;28;;;EXPENSES - GOODS;Vervaardiging van machines en apparaten voor algemeen gebruik;;28
559;2811.0;C;281;;;EXPENSES - GOODS;Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen;;28
1195;28110.0;C;2811;;;EXPENSES - GOODS;Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen;;28
560;2812.0;C;281;;;EXPENSES - GOODS;Vervaardiging van hydraulische apparatuur;;28
1196;28120.0;C;2812;;;EXPENSES - GOODS;Vervaardiging van hydraulische apparatuur;;28
561;2813.0;C;281;;;EXPENSES - GOODS;Vervaardiging van andere pompen en compressoren;;28
1197;28130.0;C;2813;;;EXPENSES - GOODS;Vervaardiging van andere pompen en compressoren;;28
562;2814.0;C;281;;;EXPENSES - GOODS;Vervaardiging van andere kranen en dergelijke artikelen;;28
1198;28140.0;C;2814;;;EXPENSES - GOODS;Vervaardiging van andere kranen en dergelijke artikelen;;28
563;2815.0;C;281;;;EXPENSES - GOODS;Vervaardiging van tandwielen, lagers en andere drijfwerkelementen;;28
1199;28150.0;C;2815;;;EXPENSES - GOODS;Vervaardiging van tandwielen, lagers en andere drijfwerkelementen;;28
163;282.0;C;28;;;EXPENSES - GOODS;Vervaardiging van andere machines en apparaten voor algemeen gebruik;;28
564;2821.0;C;282;;;EXPENSES - GOODS;Vervaardiging van ovens en branders;;28
1200;28210.0;C;2821;;;EXPENSES - GOODS;Vervaardiging van ovens en branders;;28
565;2822.0;C;282;;;EXPENSES - GOODS;Vervaardiging van hijs-, hef- en transportwerktuigen;;28
1201;28220.0;C;2822;;;EXPENSES - GOODS;Vervaardiging van hijs-, hef- en transportwerktuigen;;28
566;2823.0;C;282;;;EXPENSES - GOODS;Vervaardiging van kantoormachines en -uitrusting (exclusief compu-ters en randapparatuur);;28
1202;28230.0;C;2823;;;EXPENSES - GOODS;Vervaardiging van kantoormachines en -uitrusting (exclusief computers en randapparatuur);;28
567;2824.0;C;282;;;EXPENSES - GOODS;Vervaardiging van elektrisch handgereedschap;;28
1203;28240.0;C;2824;;;EXPENSES - GOODS;Vervaardiging van elektrisch handgereedschap;;28
568;2825.0;C;282;;;EXPENSES - GOODS;Vervaardiging van machines en apparaten voor de koeltechniek en de klimaatregeling, voor niet-huishoudelijk gebruik;;28
1204;28250.0;C;2825;;;EXPENSES - GOODS;Vervaardiging van machines en apparaten voor de koeltechniek en de klimaatregeling, voor niet-huishoudelijk gebruik;;28
569;2829.0;C;282;;;EXPENSES - GOODS;Vervaardiging van andere machines en apparaten voor algemeen gebruik, n.e.g.;;28
1205;28291.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van verpakkingsmachines;;28
1206;28292.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van weegtoestellen;;28
1207;28293.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van toestellen voor het spuiten van vloeistoffen of poeder;;28
1208;28294.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van verkoopautomaten;;28
1209;28295.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van filtreertoestellen;;28
1210;28296.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van hogedrukreinigers, zandstraalapparaten en dergelijk reinigingsmateriaal;;28
1211;28299.0;C;2829;;;EXPENSES - GOODS;Vervaardiging van andere machines en apparaten voor algemeen gebruik, n.e.g.;;28
164;283.0;C;28;;;EXPENSES - GOODS;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw;;28
570;2830.0;C;283;;;EXPENSES - GOODS;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw;;28
1212;28300.0;C;2830;;;EXPENSES - GOODS;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw;;28
165;284.0;C;28;;;EXPENSES - GOODS;Vervaardiging van niet-verspanende machines voor de metaalbe-werking en van gereedschapswerktuigen;;28
571;2841.0;C;284;;;EXPENSES - GOODS;Vervaardiging van machines voor de metaalbewerking;;28
1213;28410.0;C;2841;;;EXPENSES - GOODS;Vervaardiging van machines voor de metaalbewerking;;28
572;2849.0;C;284;;;EXPENSES - GOODS;Vervaardiging van andere gereedschapswerktuigen;;28
1214;28490.0;C;2849;;;EXPENSES - GOODS;Vervaardiging van andere gereedschapswerktuigen;;28
166;289.0;C;28;;;EXPENSES - GOODS;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden;;28
573;2891.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de metallurgie;;28
1215;28910.0;C;2891;;;EXPENSES - GOODS;Vervaardiging van machines voor de metallurgie;;28
574;2892.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de winning van delfstoffen en voor de bouw;;28
1216;28920.0;C;2892;;;EXPENSES - GOODS;Vervaardiging van machines voor de winning van delfstoffen en voor de bouw;;28
575;2893.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van voedings- en genotmiddelen;;28
1217;28930.0;C;2893;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van voedings- en genotmiddelen;;28
576;2894.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van textiel, kleding en leer;;28
1218;28940.0;C;2894;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van textiel, kleding en leer;;28
577;2895.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van papier en karton;;28
1219;28950.0;C;2895;;;EXPENSES - GOODS;Vervaardiging van machines voor de productie van papier en karton;;28
578;2896.0;C;289;;;EXPENSES - GOODS;Vervaardiging van machines voor de kunststof- en rubberindustrie;;28
1220;28960.0;C;2896;;;EXPENSES - GOODS;Vervaardiging van machines voor de kunststof- en rubberindustrie;;28
579;2899.0;C;289;;;EXPENSES - GOODS;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden, n.e.g.;;28
1221;28990.0;C;2899;;;EXPENSES - GOODS;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden, n.e.g.;;28
20;29.0;C;C;2.0;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen, aanhangwagens en opleggers;;29
167;291.0;C;29;;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen;;29
580;2910.0;C;291;;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen;;29
1222;29100.0;C;2910;;;EXPENSES - GOODS;Vervaardiging en assemblage van motorvoertuigen;;29
168;292.0;C;29;;;EXPENSES - GOODS;Vervaardiging van carrosserieën voor motorvoertuigen;;
581;2920.0;C;292;;;EXPENSES - GOODS;Vervaardiging van carrosserieën voor motorvoertuigen;;
1223;29201.0;C;2920;;;EXPENSES - GOODS;Vervaardiging van carrosserieën voor motorvoertuigen;;29
1224;29202.0;C;2920;;;EXPENSES - GOODS;Vervaardiging van aanhangwagens, caravans en opleggers;;29
169;293.0;C;29;;;EXPENSES - GOODS;Vervaardiging van delen en toebehoren voor motorvoertuigen;;29
582;2931.0;C;293;;;EXPENSES - GOODS;Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen;;29
1225;29310.0;C;2931;;;EXPENSES - GOODS;Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen;;29
583;2932.0;C;293;;;EXPENSES - GOODS;Vervaardiging van andere delen en toebehoren van motorvoertuigen;;29
1226;29320.0;C;2932;;;EXPENSES - GOODS;Vervaardiging van andere delen en toebehoren van motorvoertuigen;;29
170;301.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Scheepsbouw;301;301
584;3011.0;C;301;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van schepen en drijvend materieel;301;301
1227;30110.0;C;3011;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van schepen en drijvend materieel;301;301
585;3012.0;C;301;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van plezier- en sportvaartuigen;301;301
1228;30120.0;C;3012;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Bouw van plezier- en sportvaartuigen;301;301
171;302.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van rollend materieel voor spoorwegen;302;302
586;3020.0;C;302;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van rollend materieel voor spoorwegen;302;302
1229;30200.0;C;3020;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van rollend materieel voor spoorwegen;302;302
172;303.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee;303;303
587;3030.0;C;303;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee;303;303
1230;30300.0;C;3030;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee;303;303
173;304.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van militaire gevechtsvoertuigen;304;304
588;3040.0;C;304;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van militaire gevechtsvoertuigen;304;304
1231;30400.0;C;3040;;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van militaire gevechtsvoertuigen;304;304
174;309.0;C;30;3.0;CULTURAL AND RECREATIONAL DURABLES;INVESTMENTS - GOODS;Vervaardiging van transportmiddelen, n.e.g.;309;309
589;3091.0;C;309;4.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van motorfietsen;3091;3091
1232;30910.0;C;3091;;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van motorfietsen;3091;3091
590;3092.0;C;309;4.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van fietsen en invalidenwagens;3092;3092
1233;30920.0;C;3092;;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van fietsen en invalidenwagens;3092;3092
591;3099.0;C;309;4.0;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van andere transportmiddelen, n.e.g.;3099;3099
1234;30990.0;C;3099;;PURCHASE OF VEHICLES;INVESTMENTS - GOODS;Vervaardiging van andere transportmiddelen, n.e.g.;3099;3099
21;31.0;C;C;2.0;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van meubelen;31;31
175;310.0;C;31;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van meubelen;31;31
592;3101.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van kantoor- en winkelmeubelen;31;31
1235;31010.0;C;3101;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van kantoor- en winkelmeubelen;31;31
593;3102.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van keukenmeubelen;31;31
1236;31020.0;C;3102;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van keukenmeubelen;31;31
594;3103.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van matrassen;31;31
1237;31030.0;C;3103;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van matrassen;31;31
595;3109.0;C;310;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van andere meubelen;31;31
1238;31091.0;C;3109;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van eetkamer-, zitkamer-, slaapkamer- en badkamermeubelen;31;31
1239;31092.0;C;3109;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van tuin- en terrasmeubelen;31;31
1240;31099.0;C;3109;;FURNITURE, FURNISHINGS, AND LOOSE CARPETS;INVESTMENTS - GOODS;Vervaardiging van andere meubelen, n.e.g.;31;31
176;321.0;C;32;3.0;LUXERY GOODS;EXPENSES - GOODS;Bewerken van edelstenen en vervaardiging van sieraden en dergelijke artikelen;321;321
596;3211.0;C;321;;LUXERY GOODS;EXPENSES - GOODS;Slaan van munten;321;321
1241;32110.0;C;3211;;LUXERY GOODS;EXPENSES - GOODS;Slaan van munten;321;321
597;3212.0;C;321;;LUXERY GOODS;EXPENSES - GOODS;Bewerken van edelstenen en vervaardiging van sieraden;321;321
1242;32121.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Bewerken van diamant;321;321
1243;32122.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Bewerken van edelstenen (m.u.v. diamant) en van halfedelstenen;321;321
1244;32123.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van sieraden;321;321
1245;32124.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van edelsmeedwerk;321;321
1246;32129.0;C;3212;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van overige artikelen van edele metalen;321;321
598;3213.0;C;321;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van imitatiesieraden en dergelijke artikelen;321;321
1247;32130.0;C;3213;;LUXERY GOODS;EXPENSES - GOODS;Vervaardiging van imitatiesieraden en dergelijke artikelen;321;321
