;Code;Parent code level 1;Parent code;Level nr;Prometis_label_D_retail;Prometis_label_D_corp;Label NL;ffill_retail;ffill_corp
267;702.0;M;70;;OTHER SERVICES;OTHER SERVICES;Adviesbureaus op het gebied van bedrijfsbeheer;70;70
825;7021.0;M;702;;OTHER SERVICES;OTHER SERVICES;Adviesbureaus op het gebied van public relations en communicatie;70;70
1635;70210.0;M;7021;;OTHER SERVICES;OTHER SERVICES;Adviesbureaus op het gebied van public relations en communicatie;70;70
826;7022.0;M;702;;OTHER SERVICES;OTHER SERVICES;Overige adviesbureaus op het gebied van bedrijfsbeheer;;
1636;70220.0;M;7022;;OTHER SERVICES;OTHER SERVICES;Overige adviesbureaus op het gebied van bedrijfsbeheer;;
43;71.0;M;M;2.0;OTHER SERVICES;OTHER SERVICES;Architecten en ingenieurs;;
268;711.0;M;71;;OTHER SERVICES;OTHER SERVICES;Architecten, ingenieurs en aanverwante technische adviseurs;71;71
827;7111.0;M;711;;OTHER SERVICES;OTHER SERVICES;Architecten;71;71
1637;71111.0;M;7111;;OTHER SERVICES;OTHER SERVICES;Bouwarchitecten;71;71
1638;71112.0;M;7111;;OTHER SERVICES;OTHER SERVICES;Interieurarchitecten;71;71
1639;71113.0;M;7111;;OTHER SERVICES;OTHER SERVICES;Stedebouwkundige en tuin- en landschapsarchitecten;71;71
828;7112.0;M;711;;OTHER SERVICES;OTHER SERVICES;Ingenieurs en aanverwante technische adviseurs;71;71
1640;71121.0;M;7112;;OTHER SERVICES;OTHER SERVICES;Ingenieurs en aanverwante technische adviseurs, exclusief landmeters;71;71
1641;71122.0;M;7112;;OTHER SERVICES;OTHER SERVICES;Landmeters;71;71
269;712.0;M;71;;OTHER SERVICES;OTHER SERVICES;Technische testen en toetsen;71;71
829;7120.0;M;712;;OTHER SERVICES;OTHER SERVICES;Technische testen en toetsen;71;71
1642;71201.0;M;7120;;OTHER SERVICES;OTHER SERVICES;Technische controle van motorvoertuigen;71;71
1643;71209.0;M;7120;;OTHER SERVICES;OTHER SERVICES;Overige technische testen en toetsen;71;71
44;72.0;M;M;2.0;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op wetenschappelijk gebied;72;72
270;721.0;M;72;;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op natuurwetenschappelijk gebied;72;72
830;7211.0;M;721;;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op biotechnologisch gebied;72;72
1644;72110.0;M;7211;;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op biotechnologisch gebied;72;72
831;7219.0;M;721;;OTHER SERVICES;OTHER SERVICES;Overig speur- en ontwikkelingswerk op natuurwetenschappelijk gebied;72;72
1645;72190.0;M;7219;;OTHER SERVICES;OTHER SERVICES;Overig speur- en ontwikkelingswerk op natuurwetenschappelijk gebied;72;72
271;722.0;M;72;;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen;72;72
832;7220.0;M;722;;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen;72;72
1646;72200.0;M;7220;;OTHER SERVICES;OTHER SERVICES;Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen;72;72
45;73.0;M;M;2.0;OTHER SERVICES;OTHER SERVICES;Reclamewezen en marktonderzoek;73;73
272;731.0;M;73;;OTHER SERVICES;OTHER SERVICES;Reclamewezen;73;73
833;7311.0;M;731;;OTHER SERVICES;OTHER SERVICES;Reclamebureaus;73;73
1647;73110.0;M;7311;;OTHER SERVICES;OTHER SERVICES;Reclamebureaus;73;73
834;7312.0;M;731;;OTHER SERVICES;OTHER SERVICES;Mediarepresentatie;73;73
1648;73120.0;M;7312;;OTHER SERVICES;OTHER SERVICES;Mediarepresentatie;73;73
273;732.0;M;73;;OTHER SERVICES;OTHER SERVICES;Markt- en opinieonderzoekbureaus;73;73
835;7320.0;M;732;;OTHER SERVICES;OTHER SERVICES;Markt- en opinieonderzoekbureaus;73;73
1649;73200.0;M;7320;;OTHER SERVICES;OTHER SERVICES;Markt- en opinieonderzoekbureaus;73;73
46;74.0;M;M;2.0;OTHER SERVICES;OTHER SERVICES;Overige gespecialiseerde wetenschappelijke en technische activiteiten;74;74
274;741.0;M;74;;OTHER SERVICES;OTHER SERVICES;Gespecialiseerde designers;74;74
836;7410.0;M;741;;OTHER SERVICES;OTHER SERVICES;Gespecialiseerde designers;74;74
1650;74101.0;M;7410;;OTHER SERVICES;OTHER SERVICES;Ontwerpen van textielpatronen, kleding, juwelen, meubels en decoratieartikelen;74;74
1651;74102.0;M;7410;;OTHER SERVICES;OTHER SERVICES;Activiteiten van industriële designers;74;74
1652;74103.0;M;7410;;OTHER SERVICES;OTHER SERVICES;Activiteiten van grafische designers;74;74
1653;74104.0;M;7410;;OTHER SERVICES;OTHER SERVICES;Activiteiten van interieurdecorateurs;74;74
1654;74105.0;M;7410;;OTHER SERVICES;OTHER SERVICES;Activiteiten van decorateur-etalagisten;74;74
1655;74109.0;M;7410;;OTHER SERVICES;OTHER SERVICES;Overige activiteiten van gespecialiseerde designers;74;74
275;742.0;M;74;;OTHER SERVICES;OTHER SERVICES;Fotografen;74;74
837;7420.0;M;742;;OTHER SERVICES;OTHER SERVICES;Fotografen;74;74
1656;74201.0;M;7420;;OTHER SERVICES;OTHER SERVICES;Activiteiten van fotografen, met uitzondering van persfotografen;74;74
1657;74202.0;M;7420;;OTHER SERVICES;OTHER SERVICES;Activiteiten van persfotografen;74;74
1658;74209.0;M;7420;;OTHER SERVICES;OTHER SERVICES;Overige fotografische activiteiten;74;74
276;743.0;M;74;;OTHER SERVICES;OTHER SERVICES;Vertalers en tolken;74;74
838;7430.0;M;743;;OTHER SERVICES;OTHER SERVICES;Vertalers en tolken;74;74
1659;74300.0;M;7430;;OTHER SERVICES;OTHER SERVICES;Vertalers en tolken;74;74
277;749.0;M;74;;OTHER SERVICES;OTHER SERVICES;Overige gespecialiseerde wetenschappelijke en technische activiteiten, n.e.g.;74;74
839;7490.0;M;749;;OTHER SERVICES;OTHER SERVICES;Overige gespecialiseerde wetenschappelijke en technische activiteiten, n.e.g.;74;74
1660;74901.0;M;7490;;OTHER SERVICES;OTHER SERVICES;Activiteiten van managers van artiesten, sportlui en overige bekende pesonaliteiten;74;74
1661;74909.0;M;7490;;OTHER SERVICES;OTHER SERVICES;Overige gespecialiseerde wetenschappelijke en technische activiteiten;74;74
47;75.0;M;M;2.0;CULTURAL AND RECREATIONAL SERVICES;OTHER SERVICES;Veterinaire diensten;75;75
278;750.0;M;75;;CULTURAL AND RECREATIONAL SERVICES;OTHER SERVICES;Veterinaire diensten;75;75
840;7500.0;M;750;;CULTURAL AND RECREATIONAL SERVICES;OTHER SERVICES;Veterinaire diensten;75;75
1662;75000.0;M;7500;;CULTURAL AND RECREATIONAL SERVICES;OTHER SERVICES;Veterinaire diensten;75;75
48;77.0;N;N;2.0;OTHER SERVICES;OTHER SERVICES;Verhuur en lease;77;77
279;771.0;N;77;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van motorvoertuigen;77;77
841;7711.0;N;771;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van personenauto's en lichte bestelwagens (kleiner dan 3,5 ton);77;77
1663;77110.0;N;7711;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van personenauto's en lichte bestelwagens (kleiner dan 3,5 ton);77;77
842;7712.0;N;771;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van vrachtwagens en overige motorvoertuigen (groter dan 3,5 ton);77;77
1664;77120.0;N;7712;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van vrachtwagens en overige motorvoertuigen (groter dan 3,5 ton);77;77
280;772.0;N;77;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van consumentenartikelen;77;77
843;7721.0;N;772;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van sport- en recreatieartikelen;77;77
1665;77210.0;N;7721;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van sport- en recreatieartikelen;77;77
844;7722.0;N;772;;OTHER SERVICES;OTHER SERVICES;Verhuur van videobanden, dvd's en cd's;77;77
1666;77220.0;N;7722;;OTHER SERVICES;OTHER SERVICES;Verhuur van videobanden, dvd's en cd's;77;77
845;7729.0;N;772;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van andere consumentenartikelen;77;77
1667;77291.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van machines, apparatuur en handgereedschap voor doe-het-zelvers;77;77
1668;77292.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van televisietoestellen en andere audio- en videoapparatuur;77;77
1669;77293.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van vaat- en glaswerk, keuken- en tafelgerei, elektrische huishoudapparaten en andere huishoudelijke benodigdheden;77;77
1670;77294.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van textiel, kleding, sieraden en schoeisel;77;77
1671;77295.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van medisch en paramedisch materieel;77;77
1672;77296.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van bloemen en planten;77;77
1673;77299.0;N;7729;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van andere consumentenartikelen, n.e.g.;77;77
281;773.0;N;77;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van andere machines en werktuigen en andere materiële goederen;77;77
846;7731.0;N;773;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van landbouwmachines en -werktuigen;77;77
1674;77310.0;N;7731;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van landbouwmachines en -werktuigen;77;77
847;7732.0;N;773;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw;77;77
1675;77320.0;N;7732;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw;77;77
848;7733.0;N;773;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van kantoormachines, inclusief computers;77;77
1676;77330.0;N;7733;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van kantoormachines, inclusief computers;77;77
849;7734.0;N;773;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van schepen;77;77
1677;77340.0;N;7734;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van schepen;77;77
850;7735.0;N;773;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van luchtvaartuigen;77;77
1678;77350.0;N;7735;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van luchtvaartuigen;77;77
851;7739.0;N;773;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van andere machines en werktuigen en andere materiële goederen, n.e.g.;77;77
1679;77391.0;N;7739;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van speel-, amusement-, en verkoopautomaten;77;77
1680;77392.0;N;7739;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van tenten;77;77
1681;77393.0;N;7739;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van caravans en motorhomes;77;77
1682;77394.0;N;7739;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van woon- en bureelcontainers en dergelijke accommodatie;77;77
1683;77399.0;N;7739;;OTHER SERVICES;OTHER SERVICES;Verhuur en lease van andere machines en werktuigen en andere materiële goederen;77;77
282;774.0;N;77;;OTHER SERVICES;OTHER SERVICES;Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht;77;77
852;7740.0;N;774;;OTHER SERVICES;OTHER SERVICES;Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht;77;77
1684;77400.0;N;7740;;OTHER SERVICES;OTHER SERVICES;Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht;77;77
49;78.0;N;N;2.0;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Terbeschikkingstelling van personeel;78;78
283;781.0;N;78;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Arbeidsbemiddeling;78;78
853;7810.0;N;781;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Arbeidsbemiddeling;78;78
1685;78100.0;N;7810;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Arbeidsbemiddeling;78;78
284;782.0;N;78;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Uitzendbureaus;78;78
854;7820.0;N;782;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Uitzendbureaus;78;78
1686;78200.0;N;7820;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Uitzendbureaus;78;78
285;783.0;N;78;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Andere vormen van arbeidsbemiddeling;78;78
855;7830.0;N;783;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Andere vormen van arbeidsbemiddeling;78;78
1687;78300.0;N;7830;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;LABOUR COST - WAGES - TEMP EMPLOYMENT;Andere vormen van arbeidsbemiddeling;78;78
50;79.0;N;N;2.0;PACKAGE HOLIDAYS;OTHER SERVICES;Reisbureaus, reisorganisatoren, reserveringsbureaus en aanverwante activiteiten;79;79
286;791.0;N;79;;PACKAGE HOLIDAYS;OTHER SERVICES;Reisbureaus en reisorganisatoren;79;79
856;7911.0;N;791;;PACKAGE HOLIDAYS;OTHER SERVICES;Reisbureaus;79;79
1688;79110.0;N;7911;;PACKAGE HOLIDAYS;OTHER SERVICES;Reisbureaus;79;79
857;7912.0;N;791;;PACKAGE HOLIDAYS;OTHER SERVICES;Reisorganisatoren;79;79
1689;79120.0;N;7912;;PACKAGE HOLIDAYS;OTHER SERVICES;Reisorganisatoren;79;79
287;799.0;N;79;;PACKAGE HOLIDAYS;OTHER SERVICES;Reserveringsbureaus en aanverwante activiteiten;79;79
858;7990.0;N;799;;PACKAGE HOLIDAYS;OTHER SERVICES;Reserveringsbureaus en aanverwante activiteiten;79;79
1690;79901.0;N;7990;;PACKAGE HOLIDAYS;OTHER SERVICES;Toeristische informatiediensten;79;79
1691;79909.0;N;7990;;PACKAGE HOLIDAYS;OTHER SERVICES;Overige reserveringsactiviteiten;79;79
51;80.0;N;N;2.0;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Beveiligings- en opsporingsdiensten;80;80
288;801.0;N;80;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Particuliere beveiliging;80;80
859;8010.0;N;801;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Particuliere beveiliging;80;80
1692;80100.0;N;8010;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Particuliere beveiliging;80;80
289;802.0;N;80;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Diensten in verband met beveiligingssystemen;80;80
860;8020.0;N;802;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Diensten in verband met beveiligingssystemen;80;80
1693;80200.0;N;8020;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Diensten in verband met beveiligingssystemen;80;80
290;803.0;N;80;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Opsporingsdiensten;80;80
861;8030.0;N;803;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Opsporingsdiensten;80;80
1694;80300.0;N;8030;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Opsporingsdiensten;80;80
291;811.0;N;81;3.0;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Diverse ondersteunende activiteiten ten behoeve van voorzieningen;811;811
862;8110.0;N;811;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Diverse ondersteunende activiteiten ten behoeve van voorzieningen;811;811
1695;81100.0;N;8110;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Diverse ondersteunende activiteiten ten behoeve van voorzieningen;811;811
292;812.0;N;81;3.0;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Reiniging;812;812
863;8121.0;N;812;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Algemene reiniging van gebouwen;812;812
1696;81210.0;N;8121;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Algemene reiniging van gebouwen;812;812
864;8122.0;N;812;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Overige reiniging van gebouwen;;
1697;81220.0;N;8122;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Overige reiniging van gebouwen;;
865;8129.0;N;812;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Andere reinigingsactiviteiten;812;812
1698;81290.0;N;8129;;SERVICES FOR MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING;OTHER SERVICES;Andere reinigingsactiviteiten;812;812
293;813.0;N;81;3.0;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;OTHER SERVICES;Landschapsverzorging;813;813
866;8130.0;N;813;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;OTHER SERVICES;Landschapsverzorging;813;813
1699;81300.0;N;8130;;DOMESTIC SERVICES AND HOUSEHOLD SERVICES;OTHER SERVICES;Landschapsverzorging;813;813
52;82.0;N;N;2.0;OTHER SERVICES;OTHER SERVICES;Administratieve en ondersteunende activiteiten ten behoeve van kantoren en overige zakelijke activiteiten;82;82
294;821.0;N;82;;OTHER SERVICES;OTHER SERVICES;Administratieve en ondersteunende activiteiten ten behoeve van kantoren;82;82
867;8211.0;N;821;;OTHER SERVICES;OTHER SERVICES;Diverse administratieve activiteiten ten behoeve van kantoren;82;82
1700;82110.0;N;8211;;OTHER SERVICES;OTHER SERVICES;Diverse administratieve activiteiten ten behoeve van kantoren;82;82
868;8219.0;N;821;;OTHER SERVICES;OTHER SERVICES;Fotokopiëren, documentvoorbereiding en andere gespecialiseerde ondersteunende activiteiten ten behoeve van kantoren;82;82
1701;82190.0;N;8219;;OTHER SERVICES;OTHER SERVICES;Fotokopiëren, documentvoorbereiding en andere gespecialiseerde ondersteunende activiteiten ten behoeve van kantoren;82;82
295;822.0;N;82;;OTHER SERVICES;OTHER SERVICES;Callcenters;82;82
869;8220.0;N;822;;OTHER SERVICES;OTHER SERVICES;Callcenters;82;82
1702;82200.0;N;8220;;OTHER SERVICES;OTHER SERVICES;Callcenters;82;82
296;823.0;N;82;;OTHER SERVICES;OTHER SERVICES;Organisatie van congressen en beurzen;82;82
870;8230.0;N;823;;OTHER SERVICES;OTHER SERVICES;Organisatie van congressen en beurzen;82;82
1703;82300.0;N;8230;;OTHER SERVICES;OTHER SERVICES;Organisatie van congressen en beurzen;82;82
297;829.0;N;82;;OTHER SERVICES;OTHER SERVICES;Zakelijke dienstverlening, n.e.g.;82;82
871;8291.0;N;829;;OTHER SERVICES;OTHER SERVICES;Incasso- en kredietbureaus;82;82
1704;82910.0;N;8291;;OTHER SERVICES;OTHER SERVICES;Incasso- en kredietbureaus;82;82
872;8292.0;N;829;;OTHER SERVICES;OTHER SERVICES;Verpakkingsbedrijven;82;82
1705;82920.0;N;8292;;OTHER SERVICES;OTHER SERVICES;Verpakkingsbedrijven;82;82
873;8299.0;N;829;;OTHER SERVICES;OTHER SERVICES;Overige zakelijke dienstverlening, n.e.g.;82;82
1706;82990.0;N;8299;;OTHER SERVICES;OTHER SERVICES;Overige zakelijke dienstverlening, n.e.g.;82;82
53;84.0;O;8;;;;Openbaar bestuur en defensie;;
298;841.0;O;84;3.0;GOVERNMENT - SERVICES;GOVERNMENT;Openbaar bestuur;841;841
874;8411.0;O;841;4.0;GOVERNMENT - SERVICES;GOVERNMENT;Algemeen overheidsbestuur;8411;841
1707;84111.0;O;8411;;GOVERNMENT - SERVICES;GOVERNMENT;Federale overheid;8411;841
1708;84112.0;O;8411;;GOVERNMENT - SERVICES;GOVERNMENT;Overheden van gemeenschappen en gewesten;8411;841
1709;84113.0;O;8411;;GOVERNMENT - SERVICES;GOVERNMENT;Provinciale overheid;8411;841
1710;84114.0;O;8411;;GOVERNMENT - SERVICES;GOVERNMENT;Gemeentelijke overheid, met uitzondering van het O.C.M.W.;8411;841
1711;84115.0;O;8411;;GOVERNMENT - SERVICES;GOVERNMENT;Openbare Centra voor Maatschappelijk Welzijn (O.C.M.W.);8411;841
1712;84119.0;O;8411;;GOVERNMENT - SERVICES;GOVERNMENT;Overig algemeen overheidsbestuur;8411;841
875;8412.0;O;841;4.0;GOVERNMENT - SERVICES;GOVERNMENT;Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en andere sociale dienstverlening, exclusief sociale verzekeringen;8412;841
1713;84120.0;O;8412;;GOVERNMENT - SERVICES;GOVERNMENT;Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en andere sociale dienstverlening, m.u.v. sociale verzekeringen;8412;841
876;8413.0;O;841;;;GOVERNMENT;Openbaar bestuur op het gebied van het bedrijfsleven;;
1714;84130.0;O;8413;;;GOVERNMENT;Openbaar bestuur op het gebied van het bedrijfsleven;;
299;842.0;O;84;3.0;GOVERNMENT - SERVICES;GOVERNMENT;Algemene overheidsdiensten;842;842
877;8421.0;O;842;;GOVERNMENT - SERVICES;GOVERNMENT;Buitenlandse zaken;842;842
1715;84210.0;O;8421;;GOVERNMENT - SERVICES;GOVERNMENT;Buitenlandse zaken;842;842
878;8422.0;O;842;;GOVERNMENT - SERVICES;GOVERNMENT;Defensie;842;842
1716;84220.0;O;8422;;GOVERNMENT - SERVICES;GOVERNMENT;Defensie;842;842
879;8423.0;O;842;;GOVERNMENT - SERVICES;GOVERNMENT;Justitie;842;842
1717;84231.0;O;8423;;GOVERNMENT - SERVICES;GOVERNMENT;Rechtbanken;842;842
1718;84232.0;O;8423;;GOVERNMENT - SERVICES;GOVERNMENT;Strafinrichtingen;842;842
1719;84239.0;O;8423;;GOVERNMENT - SERVICES;GOVERNMENT;Overige activiteiten met betrekking tot justitie;842;842
880;8424.0;O;842;;GOVERNMENT - SERVICES;GOVERNMENT;Openbare orde en civiele veiligheid;842;842
1720;84241.0;O;8424;;GOVERNMENT - SERVICES;GOVERNMENT;Federale Politie;842;842
1721;84242.0;O;8424;;GOVERNMENT - SERVICES;GOVERNMENT;Lokale Politie;842;842
1722;84249.0;O;8424;;GOVERNMENT - SERVICES;GOVERNMENT;Overige openbare orde en civiele veiligheid;842;842
881;8425.0;O;842;;GOVERNMENT - SERVICES;GOVERNMENT;Brandweer;842;842
1723;84250.0;O;8425;;GOVERNMENT - SERVICES;GOVERNMENT;Brandweer;842;842
300;843.0;O;84;3.0;SOCIAL SECURITY;GOVERNMENT;Verplichte sociale verzekeringen;843;843
882;8430.0;O;843;;SOCIAL SECURITY;GOVERNMENT;Verplichte sociale verzekeringen;843;843
1724;84301.0;O;8430;;SOCIAL SECURITY;GOVERNMENT;Verplichte sociale verzekeringen, met uitzondering van ziekenfondsen;843;843
1725;84302.0;O;8430;;SOCIAL SECURITY;GOVERNMENT;Ziekenfondsen en zorgkassen;843;843
1726;84309.0;O;8430;;SOCIAL SECURITY;GOVERNMENT;Overige instellingen van de sociale zekerheid;843;843
301;851.0;P;85;3.0;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Kleuteronderwijs;851;851
883;8510.0;P;851;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Kleuteronderwijs;851;851
1727;85101.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gewoon kleuteronderwijs ingericht door de Gemeenschappen;851;851
1728;85102.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Provinciaal gesubsidieerd gewoon kleuteronderwijs;851;851
1729;85103.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gemeentelijk gesubsidieerd gewoon kleuteronderwijs;851;851
1730;85104.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Vrij gesubsidieerd gewoon kleuteronderwijs;851;851
1731;85105.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Buitengewoon officieel kleuteronderwijs;851;851
1732;85106.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Vrij gesubsidieerd buitengewoon kleuteronderwijs;851;851
1733;85109.0;P;8510;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gewoon kleuteronderwijs, n.e.g.;851;851
302;852.0;P;85;3.0;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Lager onderwijs;852;852
884;8520.0;P;852;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Lager onderwijs;852;852
1734;85201.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gewoon lager onderwijs ingericht door de Gemeenschappen;852;852
1735;85202.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Provinciaal gesubsidieerd gewoon lager onderwijs;852;852
1736;85203.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gemeentelijk gesubsidieerd gewoon lager onderwijs;852;852
1737;85204.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Vrij gesubsidieerd gewoon lager onderwijs;852;852
1738;85205.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Buitengewoon officieel lager onderwijs;852;852
1739;85206.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Vrij gesubsidieerd buitengewoon lager onderwijs;852;852
1740;85207.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Alfabetiseringsprogramma's ten behoeve van volwassenen;852;852
1741;85209.0;P;8520;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gewoon lager onderwijs, n.e.g.;852;852
303;853.0;P;85;3.0;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Secundair onderwijs;853;853
885;8531.0;P;853;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Algemeen secundair onderwijs;853;853
1742;85311.0;P;8531;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gewoon algemeen secundair onderwijs ingericht door de Gemeenschappen;853;853
1743;85312.0;P;8531;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Provinciaal gesubsidieerd gewoon algemeen secundair onderwijs;853;853
1744;85313.0;P;8531;;EDUCATION - MANDATORY;EDUCATION - MANDATORY;Gemeentelijk gesubsidieerd gewoon algemeen secundair onderwijs;853;853
